name,image_id,confidence,xmin,ymin,xmax,ymax
metal bucket,322,0.2664944529533386,372,1141,413,1200
ball,323,0.9859868884086609,162,707,211,774
human body,323,0.9965381622314453,286,540,382,658
ball,325,0.9753748774528503,475,925,523,975
square cage,325,0.9585282206535339,385,1029,456,1083
cylinder,326,0.8812991976737976,259,856,317,915
cube,327,0.9948601722717285,233,787,274,828
ball,328,0.9753799438476562,401,876,449,920
metal bucket,328,0.9732335805892944,606,1197,696,1250
ball,329,0.9891574382781982,476,901,524,954
human body,329,0.9764496088027954,463,680,523,784
square cage,329,0.988114058971405,386,1018,466,1070
ball,33,0.985764741897583,265,1270,300,1343
square cage,33,0.9880414009094238,212,1410,266,1475
ball,330,0.12252113223075867,457,1076,496,1115
metal bucket,330,0.9444946050643921,583,1226,702,1278
cube,331,0.9954420924186707,218,1048,323,1120
ball,331,0.9904186129570007,503,741,565,822
cube,332,0.9893052577972412,154,845,203,891
cube,333,0.5217151045799255,227,466,255,500
cube,334,0.9925678968429565,204,848,241,888
ball,334,0.05058589205145836,158,719,192,753
cube,335,0.8865424990653992,182,678,217,720
cylinder,335,0.13894391059875488,183,679,217,720
cube,336,0.994306206703186,274,827,314,863
cube,337,0.24491789937019348,462,655,499,692
cylinder,337,0.7756083011627197,463,656,498,692
circle cage,337,0.9436118006706238,245,750,342,803
cube,338,0.9917861819267273,166,850,211,893
cube,339,0.9963430762290955,213,1035,310,1105
ball,339,0.9875718951225281,492,712,563,804
cube,34,0.9969565868377686,118,1242,161,1311
cube,340,0.9965400695800781,400,1035,498,1107
cylinder,341,0.9247404932975769,624,777,675,813
cylinder,341,0.22271400690078735,575,606,612,661
ball,342,0.1006225198507309,191,940,247,983
ball,342,0.05952385067939758,205,933,252,975
tyre,342,0.995506763458252,460,1115,546,1178
circle cage,342,0.9388834238052368,219,773,264,827
circle cage,342,0.10498449206352234,186,931,245,983
ball,344,0.9892417788505554,219,617,264,687
tyre,344,0.9942797422409058,325,743,393,817
square cage,344,0.9878833293914795,155,749,223,828
ball,345,0.989135205745697,176,1286,213,1353
human body,345,0.9371148347854614,209,1093,241,1219
circle cage,345,0.8880139589309692,307,1525,375,1601
metal bucket,345,0.07892400026321411,307,1525,375,1601
cylinder,346,0.8495625853538513,522,793,575,853
cylinder,346,0.09781317412853241,534,789,573,831
circle cage,346,0.9787445068359375,295,712,392,771
ball,347,0.9758273959159851,331,1089,382,1141
human body,347,0.9938092231750488,516,997,645,1064
ball,348,0.9881927967071533,264,768,306,828
tyre,348,0.9967731237411499,302,885,374,977
metal bucket,348,0.05803492292761803,370,946,412,1007
ball,349,0.9792811274528503,326,591,386,640
human body,349,0.9891610145568848,455,466,544,522
cube,35,0.995857834815979,254,813,298,852
ball,350,0.9876406192779541,249,1251,282,1319
square cage,350,0.9915518760681152,198,1393,250,1468
cube,351,0.9909424781799316,209,846,250,884
cube,352,0.9954380393028259,256,837,294,877
cube,353,0.9955959320068359,273,1140,379,1206
cube,353,0.2721031606197357,574,835,640,909
ball,353,0.6858300566673279,572,832,641,908
cube,354,0.9949907660484314,233,807,276,849
cube,355,0.9939188957214355,261,800,303,840
ball,356,0.9923704862594604,341,911,431,998
tyre,356,0.9963671565055847,425,620,496,746
cylinder,357,0.9272543787956238,344,767,391,824
ball,358,0.9839733839035034,644,1015,692,1068
circle cage,358,0.9476668238639832,377,744,417,793
ball,359,0.9737946391105652,167,1304,207,1378
human body,359,0.9568917751312256,279,1249,368,1350
tyre,359,0.06960217654705048,279,1250,368,1349
circle cage,359,0.9583648443222046,54,1461,115,1537
cube,36,0.99257892370224,258,801,300,847
ball,360,0.8812825679779053,293,872,339,922
ball,360,0.11182405799627304,345,968,404,1035
tyre,360,0.94975745677948,344,968,404,1035
circle cage,360,0.9682025909423828,256,739,297,780
cylinder,361,0.9449501037597656,465,816,528,876
circle cage,361,0.9803118705749512,283,702,369,759
cube,363,0.9957718849182129,234,840,276,882
human body,364,0.966360330581665,396,513,510,576
human body,364,0.19200235605239868,444,512,501,570
cube,365,0.9950113296508789,246,788,287,828
cube,366,0.2869943380355835,495,670,534,710
ball,366,0.9346805810928345,326,737,376,784
cylinder,366,0.7094173431396484,496,670,533,710
circle cage,366,0.9497483968734741,226,733,296,785
cube,367,0.15719835460186005,394,989,464,1035
ball,367,0.7770664691925049,328,872,373,921
ball,367,0.4293779730796814,394,989,464,1035
ball,367,0.08027371019124985,311,879,372,934
tyre,367,0.35378608107566833,394,989,464,1035
square cage,367,0.08133698999881744,394,989,464,1035
circle cage,367,0.9675348997116089,275,752,317,801
circle cage,367,0.12283359467983246,271,770,311,804
ball,368,0.9788366556167603,374,1070,421,1123
human body,368,0.979672372341156,418,901,462,1007
circle cage,368,0.9868401885032654,471,1279,575,1338
cube,369,0.10273461788892746,298,728,349,765
cylinder,369,0.8546003103256226,299,728,349,765
ball,37,0.8471174240112305,293,871,336,916
ball,37,0.09692751616239548,285,888,335,926
tyre,37,0.9854258894920349,341,968,402,1034
circle cage,37,0.9774817824363708,251,736,294,781
cube,370,0.9951047301292419,249,796,292,839
ball,371,0.9819661974906921,383,1150,436,1206
human body,371,0.9890090823173523,688,1095,837,1161
circle cage,371,0.7788903117179871,649,1269,738,1367
cube,372,0.9967734813690186,497,1384,571,1459
cube,373,0.980247974395752,203,853,243,893
human body,374,0.9312183260917664,201,511,238,620
ball,375,0.9836325645446777,320,568,377,615
human body,375,0.9900127649307251,474,494,572,558
circle cage,375,0.9188933372497559,380,742,471,788
ball,376,0.4901272654533386,260,874,300,911
ball,376,0.4153536558151245,299,986,352,1065
ball,376,0.14860054850578308,259,886,304,921
ball,376,0.0544891357421875,236,884,300,930
tyre,376,0.5832078456878662,299,986,351,1065
circle cage,376,0.9760631918907166,253,720,294,765
circle cage,376,0.1251891702413559,263,868,301,907
ball,377,0.97869873046875,353,956,405,1008
circle cage,377,0.9837074279785156,291,738,331,787
cylinder,378,0.9025876522064209,150,741,193,776
circle cage,378,0.9730831384658813,303,707,399,764
cube,379,0.9595410227775574,208,1449,329,1526
cube,38,0.9903877973556519,158,844,206,886
ball,380,0.059069663286209106,139,1071,179,1130
cylinder,380,0.9955077171325684,94,1195,117,1284
cylinder,382,0.9205021262168884,254,730,308,765
cube,383,0.991491973400116,207,794,246,831
cylinder,384,0.9269110560417175,325,755,375,797
cylinder,385,0.9927150011062622,70,1180,91,1264
cube,386,0.9952410459518433,191,850,238,889
ball,387,0.9867810010910034,158,688,203,750
ball,387,0.0520845465362072,348,958,396,1010
human body,387,0.9956151843070984,277,568,372,659
ball,388,0.9656419157981873,325,579,380,627
human body,388,0.9892159700393677,475,501,578,572
circle cage,388,0.9729301333427429,390,756,482,800
cube,389,0.9924176931381226,201,788,238,827
ball,39,0.988130509853363,242,1302,276,1382
tyre,39,0.16419532895088196,276,1460,320,1535
square cage,39,0.7049951553344727,277,1461,320,1535
metal bucket,39,0.1847398728132248,276,1460,320,1537
cube,390,0.12495918571949005,385,987,453,1036
ball,390,0.9592146873474121,316,874,361,924
ball,390,0.2061743140220642,385,987,453,1036
ball,390,0.09563150256872177,297,879,360,937
tyre,390,0.6517974138259888,385,987,453,1036
circle cage,390,0.9799482226371765,267,753,308,801
ball,391,0.9875690340995789,497,1132,549,1185
tyre,391,0.9363024234771729,646,837,691,909
tyre,391,0.29931914806365967,647,867,684,908
square cage,391,0.9626682996749878,374,1227,452,1275
ball,392,0.988071858882904,465,912,514,965
human body,392,0.9781865477561951,467,693,521,793
square cage,392,0.9909183382987976,390,1019,470,1072
cylinder,393,0.9182521104812622,803,832,884,867
cube,394,0.9947330355644226,215,840,256,882
cube,395,0.9979001879692078,516,1119,620,1187
ball,395,0.9652947187423706,668,733,730,807
cube,396,0.3663356304168701,208,586,256,655
square cage,396,0.6352229118347168,208,587,256,655
ball,397,0.9885336756706238,187,1276,222,1344
square cage,397,0.9371961951255798,118,1408,180,1503
ball,398,0.9842972755432129,361,1102,413,1156
human body,398,0.9915422201156616,533,982,659,1046
cube,399,0.9924132227897644,217,838,258,879
cube,4,0.995212733745575,223,844,263,884
ball,400,0.9854918718338013,483,913,532,964
human body,400,0.9724287390708923,487,697,542,795
square cage,400,0.9788522720336914,383,1008,464,1062
cube,401,0.9943658709526062,218,1014,310,1081
ball,401,0.9660662412643433,464,676,532,751
cylinder,402,0.9225343465805054,801,835,874,868
ball,403,0.9431182742118835,338,742,390,788
cylinder,403,0.8247236013412476,623,730,663,787
circle cage,403,0.9484882354736328,232,740,303,793
ball,404,0.9825105667114258,359,1061,408,1115
human body,404,0.9504140615463257,419,909,459,1001
circle cage,404,0.9841024279594421,514,1281,614,1343
human body,405,0.8679245710372925,170,505,213,609
cube,406,0.9956757426261902,189,848,234,891
cube,407,0.12883511185646057,297,731,353,767
cylinder,407,0.8235570788383484,298,731,353,767
ball,408,0.9901269674301147,229,682,272,747
tyre,408,0.9735395312309265,113,849,198,942
tyre,408,0.10411810874938965,126,806,205,928
square cage,408,0.9512643218040466,154,803,210,857
cube,409,0.16671709716320038,558,802,604,843
cylinder,409,0.3504459857940674,558,801,604,856
cube,41,0.4282497763633728,221,585,271,656
square cage,41,0.6093445420265198,221,585,271,655
cube,410,0.756591796875,231,574,278,647
square cage,410,0.23464789986610413,231,575,278,647
ball,411,0.98662269115448,183,1294,218,1360
circle cage,411,0.9253498911857605,204,1496,266,1573
ball,412,0.9894906878471375,179,1285,215,1350
human body,412,0.9629060626029968,209,1103,241,1228
circle cage,412,0.8630933165550232,314,1529,385,1608
metal bucket,412,0.09126108139753342,314,1528,385,1608
cube,413,0.994587779045105,217,840,260,881
ball,414,0.9805342555046082,144,681,194,748
human body,414,0.9950056076049805,270,545,362,624
ball,415,0.9855265617370605,228,1293,263,1371
tyre,415,0.9976946711540222,255,1456,319,1550
square cage,415,0.984733521938324,159,1429,224,1513
cube,416,0.8489581346511841,251,1056,331,1115
ball,416,0.9511705636978149,512,697,574,768
human body,417,0.8646210432052612,173,518,217,606
ball,418,0.9884936213493347,171,1290,210,1364
human body,418,0.9942886233329773,274,1154,362,1258
ball,42,0.9424477815628052,216,1285,252,1362
tyre,42,0.9946833848953247,282,1454,341,1557
square cage,42,0.9802976846694946,151,1414,217,1496
cube,420,0.9924702048301697,404,764,497,827
ball,420,0.9658147692680359,533,335,595,418
ball,421,0.9882855415344238,264,693,310,752
tyre,421,0.9934649467468262,333,844,418,919
cube,422,0.09360431134700775,181,501,216,575
ball,422,0.16893768310546875,181,501,215,574
cylinder,422,0.2028885781764984,181,502,216,574
human body,422,0.38079899549484253,181,501,216,575
cube,423,0.9955923557281494,242,791,285,833
cylinder,424,0.9559618830680847,399,765,444,803
cube,425,0.2717357873916626,397,568,443,615
cube,425,0.11312779784202576,573,904,683,955
ball,425,0.5184541344642639,396,567,444,616
tyre,425,0.9700013995170593,534,848,645,898
tyre,425,0.181777223944664,573,903,683,955
metal bucket,425,0.5915940403938293,573,904,684,955
cube,426,0.9951456785202026,219,844,263,885
human body,427,0.9274662733078003,225,572,282,649
square cage,427,0.07993949949741364,225,572,282,649
ball,428,0.9891006350517273,490,911,539,961
square cage,428,0.982458770275116,395,1018,486,1065
cube,429,0.9945546984672546,164,844,209,888
ball,43,0.9866597056388855,259,1431,295,1509
tyre,43,0.8725148439407349,300,1557,365,1632
metal bucket,43,0.9762391448020935,345,1610,429,1685
cylinder,430,0.8913309574127197,230,572,259,650
human body,430,0.07559899240732193,230,571,260,650
cube,431,0.9924740791320801,228,839,269,876
cube,432,0.33850690722465515,475,656,516,695
ball,432,0.9679781794548035,317,742,383,788
cylinder,432,0.6624382138252258,476,656,514,695
circle cage,432,0.934705913066864,232,733,298,780
cube,433,0.27824825048446655,381,1076,441,1125
cube,433,0.051711808890104294,276,897,361,991
ball,433,0.10756450891494751,381,1076,442,1125
ball,433,0.05367441102862358,357,1081,440,1177
ball,433,0.051794618368148804,275,896,361,991
cylinder,433,0.33351191878318787,356,1081,438,1179
cylinder,433,0.1605009138584137,382,1076,442,1126
circle cage,433,0.8821654319763184,276,896,361,991
cube,434,0.9980358481407166,97,1413,154,1488
ball,434,0.9912151098251343,247,983,286,1077
ball,435,0.9502443671226501,284,875,332,922
ball,435,0.12955954670906067,348,983,419,1034
tyre,435,0.7866808772087097,348,983,418,1034
circle cage,435,0.9779874682426453,236,752,277,800
ball,436,0.9848968386650085,167,1323,208,1399
human body,436,0.9928709864616394,283,1174,370,1257
ball,437,0.984804630279541,265,1260,300,1328
square cage,437,0.9830635786056519,206,1403,260,1470
ball,439,0.9886084794998169,222,1290,255,1363
tyre,439,0.9942895770072937,262,1481,312,1580
square cage,439,0.9768003225326538,154,1420,212,1511
cube,44,0.9963354468345642,133,1194,172,1266
ball,440,0.9878634810447693,260,1317,295,1394
square cage,440,0.05538589879870415,426,1421,477,1487
metal bucket,440,0.8471205234527588,424,1420,480,1488
cube,441,0.9933678507804871,421,768,510,832
ball,441,0.966934084892273,552,328,618,425
ball,442,0.9881274104118347,256,763,298,822
tyre,442,0.9930474758148193,292,925,380,1000
cube,443,0.9942216873168945,198,883,250,917
ball,444,0.9577353000640869,141,679,196,752
human body,444,0.9970027208328247,266,542,362,638
cube,445,0.9956589937210083,195,845,240,889
ball,446,0.9819702506065369,349,1103,401,1159
human body,446,0.9892755746841431,568,1075,721,1152
circle cage,446,0.9844951629638672,169,1237,259,1295
cube,447,0.9947814345359802,252,801,297,843
ball,448,0.988074004650116,259,1432,296,1503
tyre,448,0.5432686805725098,314,1580,361,1643
tyre,448,0.2612403333187103,307,1592,359,1676
tyre,448,0.24444851279258728,301,1554,357,1638
tyre,448,0.07279574126005173,303,1601,334,1673
tyre,448,0.0654655247926712,337,1600,431,1684
metal bucket,448,0.9736825823783875,342,1606,429,1684
cube,449,0.9902552366256714,201,844,239,885
cube,45,0.989861011505127,155,1123,260,1191
cube,450,0.9608632922172546,181,1113,278,1170
ball,450,0.9785398244857788,538,828,607,912
cube,451,0.3276810646057129,188,516,225,583
ball,451,0.06799381226301193,188,515,225,583
cylinder,451,0.07336128503084183,188,516,225,583
human body,451,0.23007115721702576,187,515,225,584
square cage,451,0.21568074822425842,188,516,225,582
ball,452,0.9865579605102539,179,1276,214,1347
human body,452,0.9684423804283142,217,1126,257,1233
circle cage,452,0.9383182525634766,190,1509,257,1582
ball,453,0.9832351207733154,162,698,212,768
human body,453,0.9951848983764648,286,555,369,666
cube,454,0.9967076182365417,469,1092,566,1161
ball,455,0.980391263961792,514,919,565,969
square cage,455,0.9829281568527222,414,1028,501,1076
ball,456,0.9740715026855469,324,568,387,618
human body,456,0.9913243055343628,527,461,665,526
cube,458,0.9950963258743286,457,1317,546,1391
ball,459,0.9728121757507324,300,874,343,919
tyre,459,0.9234943389892578,384,961,444,1025
circle cage,459,0.8765830993652344,240,757,280,802
circle cage,459,0.12201942503452301,237,774,274,805
circle cage,459,0.06996679306030273,252,771,282,801
ball,46,0.9864972829818726,221,1292,257,1369
tyre,46,0.9970604181289673,284,1415,347,1512
square cage,46,0.9657222628593445,154,1420,218,1502
cube,460,0.9881877899169922,153,843,203,886
cube,461,0.9954237341880798,244,840,286,882
cube,462,0.9851350784301758,224,1084,314,1159
cube,462,0.10186512768268585,852,1106,955,1159
ball,462,0.9935788512229919,540,814,610,900
ball,463,0.9832499027252197,352,1060,398,1112
human body,463,0.9827216863632202,402,899,443,1009
circle cage,463,0.986248254776001,419,1265,521,1325
cube,464,0.8937500715255737,630,1573,694,1631
tyre,464,0.05758053809404373,507,1073,545,1145
cube,465,0.9938822984695435,302,851,347,889
cylinder,466,0.97029709815979,248,844,302,902
ball,467,0.9922205805778503,216,672,256,739
square cage,467,0.9884597659111023,149,801,219,881
cylinder,468,0.8855223655700684,280,744,335,782
ball,469,0.9814529418945312,176,1294,211,1363
human body,469,0.9868960380554199,281,1252,372,1345
circle cage,469,0.9595913887023926,56,1469,117,1545
cube,47,0.9960677623748779,237,803,280,843
ball,470,0.9841350317001343,284,746,345,792
circle cage,470,0.4687173366546631,565,821,671,879
metal bucket,470,0.48164471983909607,565,820,671,879
cube,471,0.9956347346305847,222,830,274,866
ball,472,0.9661778211593628,154,1307,200,1380
human body,472,0.9943536520004272,270,1182,359,1268
ball,473,0.8880620002746582,154,682,200,745
ball,473,0.14573073387145996,156,710,200,752
human body,473,0.9959487915039062,274,556,370,656
cube,474,0.9957057237625122,241,805,285,849
cube,475,0.44537660479545593,190,1036,265,1098
ball,475,0.9712380170822144,509,722,567,803
cylinder,477,0.9298430681228638,398,1468,448,1541
ball,478,0.9743384122848511,183,1296,219,1370
human body,478,0.9312466382980347,218,1164,264,1254
circle cage,478,0.9463415145874023,205,1520,273,1596
ball,479,0.9862037897109985,268,1256,304,1329
square cage,479,0.9749578833580017,217,1421,270,1480
cube,48,0.9935637712478638,49,1294,90,1361
cube,48,0.05528879165649414,233,1015,273,1099
ball,48,0.9847678542137146,233,1014,273,1099
ball,480,0.9834699034690857,357,1107,410,1157
human body,480,0.9913101196289062,510,1019,649,1083
circle cage,480,0.7426046133041382,167,1227,234,1274
cube,481,0.9968639612197876,457,738,536,812
ball,481,0.9904657602310181,539,345,595,417
cube,482,0.38309749960899353,128,1079,162,1129
cylinder,482,0.9933027029037476,71,1198,93,1279
cube,483,0.9966966509819031,262,829,306,870
cube,484,0.9971165657043457,204,847,248,886
cube,485,0.9937856197357178,181,795,225,837
cube,487,0.9935665130615234,221,842,261,880
ball,488,0.9559059143066406,297,972,349,1020
tyre,488,0.9679226875305176,117,1008,176,1085
circle cage,488,0.9722186326980591,245,731,286,777
ball,489,0.2673383951187134,511,1513,564,1585
ball,489,0.13807377219200134,511,1065,551,1134
cylinder,489,0.6633168458938599,512,1512,563,1585
cylinder,49,0.09225791692733765,215,532,240,619
human body,49,0.19996824860572815,214,523,241,623
ball,490,0.985440194606781,228,1279,261,1348
tyre,490,0.9901782870292664,415,1397,463,1488
square cage,490,0.9180389642715454,153,1420,221,1503
cylinder,491,0.8678498268127441,270,878,330,940
cylinder,491,0.1655191034078598,251,879,330,972
cube,492,0.31667959690093994,481,663,520,701
ball,492,0.9428066611289978,320,738,379,786
cylinder,492,0.6946582198143005,482,663,519,701
circle cage,492,0.9681272506713867,224,733,294,785
ball,493,0.9873224496841431,264,1314,300,1385
square cage,493,0.9849623441696167,198,1452,255,1515
ball,494,0.9860517382621765,182,1290,216,1359
ball,494,0.36980685591697693,212,1090,244,1171
human body,494,0.11987455189228058,212,1088,244,1187
circle cage,494,0.9341222643852234,209,1505,271,1578
cube,496,0.2753223478794098,207,539,248,610
square cage,496,0.7551881074905396,207,539,248,610
ball,497,0.9881846308708191,165,1263,204,1335
human body,497,0.9541662931442261,199,1085,233,1196
tyre,497,0.06352615356445312,260,1518,326,1594
circle cage,497,0.928199052810669,260,1519,326,1594
ball,498,0.984801173210144,241,1299,276,1376
tyre,498,0.9929293990135193,321,1468,367,1566
square cage,498,0.9609570503234863,176,1437,239,1519
cube,499,0.42620259523391724,198,515,242,592
human body,499,0.06232656165957451,197,515,242,592
square cage,499,0.5153469443321228,198,516,242,592
cube,5,0.9975560903549194,124,1271,171,1344
ball,50,0.9870895147323608,157,1278,198,1346
human body,50,0.958965539932251,193,1092,229,1220
circle cage,50,0.9239828586578369,256,1525,320,1597
ball,500,0.988959014415741,509,912,556,962
square cage,500,0.9860052466392517,411,1022,498,1066
ball,501,0.9765717387199402,357,1101,413,1156
human body,501,0.9922596216201782,539,997,664,1059
cube,502,0.06399093568325043,126,1079,158,1129
ball,502,0.10497229546308517,126,1079,158,1129
cylinder,502,0.991442084312439,65,1195,89,1277
cylinder,502,0.1210198849439621,126,1079,158,1129
ball,503,0.9896321296691895,248,765,291,826
tyre,503,0.9853322505950928,304,897,366,986
metal bucket,503,0.4716424345970154,312,995,345,1058
cube,504,0.0797484964132309,186,517,227,594
human body,504,0.7451426386833191,185,516,227,603
square cage,504,0.06366443634033203,187,518,226,594
human body,505,0.9526890516281128,170,530,236,648
cylinder,506,0.9255692958831787,436,756,486,798
cube,507,0.9937866926193237,206,854,244,893
ball,508,0.7842824459075928,289,937,339,986
ball,508,0.15867075324058533,277,949,343,1001
ball,508,0.0733620673418045,301,925,343,974
ball,508,0.060792528092861176,302,958,354,995
tyre,508,0.9784270524978638,162,1051,226,1122
circle cage,508,0.980148196220398,273,727,316,773
cube,509,0.9964779615402222,105,1355,152,1433
ball,509,0.9907710552215576,256,1027,295,1110
ball,51,0.9833289980888367,154,1298,196,1366
human body,51,0.9931827783584595,276,1159,366,1236
ball,510,0.9897091388702393,226,1291,262,1359
tyre,510,0.9972548484802246,270,1457,334,1556
square cage,510,0.9839054942131042,162,1421,225,1502
ball,511,0.9867120981216431,255,1273,290,1342
square cage,511,0.9903327822685242,208,1415,261,1485
cube,512,0.9964940547943115,253,816,297,854
cube,514,0.9311577677726746,209,1212,338,1290
ball,514,0.9870656728744507,482,856,544,962
cube,515,0.9881536364555359,268,1183,388,1251
cube,515,0.0838688313961029,938,1189,1024,1253
ball,515,0.9912033081054688,512,791,582,880
ball,516,0.9882276058197021,225,1288,258,1361
tyre,516,0.9966970682144165,248,1465,312,1560
square cage,516,0.9826164245605469,155,1416,217,1507
cube,517,0.9929606914520264,257,838,293,875
circle cage,518,0.9764182567596436,250,689,342,747
ball,519,0.9872512221336365,253,1265,290,1332
square cage,519,0.9899670481681824,196,1399,250,1480
cube,52,0.9967218637466431,263,826,302,867
cube,520,0.9869478940963745,199,895,248,931
cube,521,0.9945946931838989,214,842,257,882
ball,522,0.9704703092575073,331,966,383,1015
circle cage,522,0.9792765378952026,286,745,329,792
cube,523,0.9965688586235046,218,842,261,884
ball,524,0.9864143133163452,464,1115,516,1169
tyre,524,0.9944660067558289,670,847,717,925
square cage,524,0.9868021011352539,367,1209,447,1257
cylinder,525,0.9950547218322754,108,1206,129,1291
human body,526,0.5162813663482666,185,483,220,591
ball,527,0.685922384262085,360,1138,416,1178
circle cage,527,0.09021221846342087,586,662,639,725
cube,528,0.9965910315513611,398,1280,504,1354
ball,528,0.9945115447044373,544,895,606,975
cube,529,0.4189304709434509,409,618,445,655
cube,529,0.1393214464187622,225,732,290,783
ball,529,0.9752556681632996,332,742,387,787
circle cage,529,0.8272635340690613,225,732,290,783
ball,53,0.9881124496459961,228,1294,264,1362
tyre,53,0.9937805533409119,266,1439,318,1537
square cage,53,0.9842023849487305,160,1422,226,1503
cube,530,0.9939653277397156,53,1311,97,1379
ball,530,0.9861167669296265,252,1027,293,1118
ball,531,0.9877996444702148,225,1288,260,1363
tyre,531,0.9970296621322632,245,1440,306,1535
square cage,531,0.983855128288269,157,1421,221,1502
cube,533,0.9929367303848267,186,818,231,861
ball,534,0.9023799896240234,337,966,389,1019
tyre,534,0.9736785292625427,168,1020,228,1094
circle cage,534,0.9823362827301025,291,732,336,779
ball,535,0.993584394454956,340,905,424,981
tyre,535,0.9963268041610718,423,619,503,722
ball,536,0.9140975475311279,290,877,331,919
tyre,536,0.9866403937339783,369,964,433,1027
circle cage,536,0.9781575202941895,229,754,270,799
circle cage,536,0.06668882817029953,290,876,332,918
cube,537,0.9783409833908081,141,842,191,882
cube,538,0.9926416873931885,168,850,211,892
ball,539,0.9806248545646667,516,932,566,983
square cage,539,0.9784597158432007,426,1043,512,1088
cylinder,54,0.9132539629936218,293,726,336,763
cube,540,0.9949275851249695,227,841,270,879
cube,541,0.09076642990112305,184,483,219,567
ball,541,0.30725201964378357,184,483,219,566
cylinder,541,0.17801980674266815,185,483,219,566
human body,541,0.22819942235946655,184,483,219,567
cylinder,542,0.7993223071098328,587,769,637,813
ball,543,0.6744534373283386,523,713,585,780
ball,543,0.08426716923713684,521,661,593,785
cube,544,0.9948066473007202,564,1128,656,1205
ball,545,0.9854562282562256,190,1268,227,1337
square cage,545,0.897359311580658,112,1405,185,1500
square cage,545,0.3134894073009491,135,1402,186,1477
cube,546,0.9945127367973328,194,846,233,884
cube,547,0.991644561290741,170,847,218,890
ball,548,0.9887611865997314,184,1284,220,1350
human body,548,0.9740676879882812,210,1092,240,1202
circle cage,548,0.9518367648124695,230,1519,296,1590
cube,549,0.9953535795211792,273,831,315,870
cube,55,0.9925031661987305,172,737,215,780
cube,550,0.9931281805038452,256,788,298,830
ball,552,0.12996797263622284,191,490,223,573
cylinder,552,0.1575843095779419,192,491,222,572
human body,552,0.30781030654907227,191,490,223,573
cube,553,0.9707638621330261,239,1047,324,1102
ball,553,0.9785622954368591,532,695,598,773
cube,554,0.9952090978622437,233,805,275,846
ball,555,0.9945399761199951,307,900,392,977
tyre,555,0.9971812963485718,372,587,452,687
ball,556,0.9926519393920898,222,675,263,744
tyre,556,0.9828997850418091,322,791,388,878
square cage,556,0.9786853790283203,157,788,225,884
ball,557,0.9864503741264343,483,1119,532,1173
tyre,557,0.989351749420166,668,849,713,926
square cage,557,0.9721541404724121,374,1221,452,1278
cube,558,0.9926871061325073,246,811,284,849
human body,559,0.9768815040588379,487,348,568,482
cube,56,0.9966021776199341,234,841,278,881
cube,560,0.9942576289176941,236,844,278,882
cube,561,0.99249267578125,175,849,219,891
cube,562,0.9928778409957886,172,781,215,820
ball,563,0.9858925342559814,160,1275,204,1355
human body,563,0.9940618276596069,266,1153,354,1251
ball,564,0.050853945314884186,411,1058,450,1110
tyre,564,0.12130288779735565,394,1229,432,1289
metal bucket,564,0.9490010142326355,714,1207,806,1263
ball,565,0.9845792651176453,519,922,570,973
square cage,565,0.9845306277275085,417,1032,506,1081
cube,566,0.9881852865219116,179,792,214,838
cube,567,0.995064914226532,400,1177,513,1250
cube,568,0.9943245649337769,250,791,292,831
cube,569,0.9952554106712341,222,841,266,882
ball,57,0.9845175743103027,258,1427,295,1503
tyre,57,0.6888507604598999,315,1547,367,1624
tyre,57,0.6766369342803955,320,1549,388,1651
metal bucket,57,0.9728959798812866,297,1647,387,1725
cube,571,0.9933953285217285,184,843,224,884
ball,572,0.9906095862388611,166,712,211,769
human body,572,0.9951645135879517,283,581,375,677
cube,573,0.9960029125213623,210,840,251,881
cube,574,0.993022084236145,217,864,261,901
cube,575,0.9961775541305542,223,842,266,884
ball,576,0.985944926738739,229,1290,264,1362
tyre,576,0.9920828342437744,399,1366,447,1462
square cage,576,0.9677199721336365,163,1423,224,1501
cube,577,0.9941703677177429,219,838,261,877
cube,578,0.9946627020835876,218,801,262,841
cube,579,0.9931687712669373,220,843,262,885
ball,58,0.9879270792007446,498,1123,550,1176
tyre,58,0.990696907043457,688,868,732,938
square cage,58,0.986519455909729,369,1207,444,1258
ball,580,0.9702976942062378,328,584,382,631
human body,580,0.9874585866928101,477,506,574,576
tyre,580,0.06680959463119507,395,759,492,802
circle cage,580,0.8819625377655029,395,759,492,802
cube,581,0.9958509802818298,249,810,292,851
cube,582,0.993562638759613,183,781,237,815
ball,582,0.9795327186584473,287,552,317,597
cube,583,0.9949479103088379,211,840,253,883
cube,584,0.9952608346939087,222,842,264,885
ball,585,0.9868855476379395,263,1299,301,1368
square cage,585,0.9784948825836182,206,1436,266,1520
cube,586,0.9965173602104187,222,1086,277,1160
ball,586,0.9861010909080505,300,654,338,747
ball,587,0.9902468919754028,249,763,293,826
tyre,587,0.9968425631523132,276,895,354,987
metal bucket,587,0.1523980051279068,353,952,389,1008
ball,588,0.9788321256637573,389,564,439,612
tyre,588,0.8324325084686279,525,842,608,884
tyre,588,0.06798191368579865,562,900,669,962
metal bucket,588,0.9199731349945068,561,908,670,962
cube,589,0.9950730204582214,203,840,246,879
ball,590,0.9328597784042358,157,1318,197,1388
human body,590,0.9846371412277222,282,1280,379,1382
tyre,590,0.05875113233923912,156,1317,197,1391
circle cage,590,0.9432755708694458,48,1502,109,1575
cube,591,0.9866136312484741,169,1062,248,1128
ball,591,0.06947416067123413,418,694,478,783
